,language,title,timestamp,user,action,comment,type,level,expiry,article
143,de,Schawarma,2023-04-03 07:18:43,Crazy1880,protect,Auf Anfrage WP:A/A,"['edit', 'move']","['editeditorprotected', 'editeditorprotected']",2024-04-03 07:18:00,Shawarma
144,en,First Intifada,2016-10-17 03:57:46,Renamed user mou89p43twvqcvm8ut9w3,protect,[[WP:30/500|Arbitration enforcement]]; [[WP:ARBPIA3#500/30]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,First_Intifada
145,en,United Nations Partition Plan for Palestine,2017-05-03 12:17:31,Maile66,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,United_Nations_Partition_Plan_for_Palestine
146,en,United Nations Partition Plan for Palestine,2016-09-07 12:39:06,Ged UK,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2017-03-07 12:39:00,United_Nations_Partition_Plan_for_Palestine
147,en,United Nations Partition Plan for Palestine,2013-02-14 17:43:05,NawlinWiki,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2013-03-14 17:43:00,United_Nations_Partition_Plan_for_Palestine
148,en,United Nations Partition Plan for Palestine,2010-05-09 03:02:50,Timotheus Canens,protect,Excessive [[WP:SOCK|sock puppetry]],,,2010-05-23 03:02:00,United_Nations_Partition_Plan_for_Palestine
149,en,United Nations Partition Plan for Palestine,2009-12-15 17:18:22,Seddon,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]]: IP indirectly points out the clear concensus. hoping this will stem the disruption,,,2009-12-22 17:18:00,United_Nations_Partition_Plan_for_Palestine
150,en,United Nations Partition Plan for Palestine,2009-08-29 01:02:53,Cirt,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]],,,2009-09-01 01:02:00,United_Nations_Partition_Plan_for_Palestine
151,en,Intercommunal conflict in Mandatory Palestine,2017-03-19 23:12:34,El C,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Intercommunal_conflict_in_Mandatory_Palestine
152,en,Intercommunal conflict in Mandatory Palestine,2016-09-07 12:43:20,Ged UK,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2016-12-07 12:43:00,Intercommunal_conflict_in_Mandatory_Palestine
153,en,Lehi (militant group),2018-01-16 18:07:31,Samee,move_prot,[[Lehi (group)]] moved to [[Lehi (militant group)]]: Requested at [[WP:RM]],,,,Lehi_(militant_group)
154,de,Lechi,2018-11-23 13:17:01,He3nry,protect,"aktueller Anlass, siehe Versionsgeschichte","['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-05-23 12:17:00,Lehi_(militant_group)
155,de,Lechi,2018-09-11 20:13:20,Wahldresdner,protect,Wiederkehrender [[WP:Vd|Vandalismus]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-10-11 20:13:00,Lehi_(militant_group)
156,de,Lechi,2018-07-27 12:35:03,Seewolf,protect,Wenig hilfreiche Bearbeitungen durch Sperrumgeher,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-08-27 12:35:00,Lehi_(militant_group)
157,de,Lechi,2016-12-11 15:39:35,He3nry,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['sysop', 'sysop']",2016-12-18 15:39:00,Lehi_(militant_group)
158,en,Irgun,2017-09-26 21:36:36,Samsara,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]]: via RfPP,"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Irgun
159,en,Irgun,2013-08-27 20:46:04,NawlinWiki,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2014-08-27 20:46:00,Irgun
160,en,Irgun,2013-01-26 18:28:35,Reaper Eternal,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2013-02-26 18:28:00,Irgun
161,en,Irgun,2011-12-11 02:22:18,WGFinley,modify,[[WP:PP#Content disputes|Edit warring / Content dispute]],,,2011-12-18 02:22:00,Irgun
162,en,Irgun,2011-02-10 03:38:53,NawlinWiki,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2011-02-11 10:38:00,Irgun
163,en,Irgun,2008-07-20 08:05:15,Sandstein,protect,"edit warring by anonymous editor(s) as reported on [[WP:AN3]] [edit=autoconfirmed:move=autoconfirmed] (expires 08:05, 23 July 2008 (UTC))",,,,Irgun
164,en,Irgun,2007-05-14 07:46:15,Majorly,unprotect,Page protected for a while; hopefully no longer necessary,,,,Irgun
165,en,Irgun,2007-05-02 23:07:28,Cbrown1023,protect,Users engaging in edit warring. [edit=sysop:move=sysop],,,,Irgun
166,en,Irgun,2007-01-13 02:24:13,Khoikhoi,unprotect,time,,,,Irgun
167,en,Irgun,2006-12-24 06:37:35,Khoikhoi,protect,banned user [[User:Wik|Wik]] editing [edit=autoconfirmed:move=autoconfirmed],,,,Irgun
168,de,Irgun Zwai Leumi,2019-10-12 21:39:48,Dandelo,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-10-26 21:39:00,Irgun
169,de,Irgun Zwai Leumi,2019-09-01 12:25:27,Dandelo,modify,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-09-08 12:25:00,Irgun
170,de,Irgun Zwai Leumi,2019-09-01 12:25:22,Rmcharb,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-09-08 12:25:00,Irgun
171,de,Irgun Zwai Leumi,2019-01-24 14:11:24,Werner von Basil,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-04-24 13:11:00,Irgun
172,de,Irgun Zwai Leumi,2018-12-20 11:28:59,Regi51,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-01-20 11:28:00,Irgun
173,de,Irgun Zwai Leumi,2018-11-23 14:27:49,Cymothoa exigua,protect,[[WP:WAR|Edit-War]]: Bitte ggf. auf Diskussionsseite klären,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-11-30 14:27:00,Irgun
174,de,Irgun Zwai Leumi,2018-07-26 17:08:01,Regi51,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-10-26 17:08:00,Irgun
175,de,Irgun Zwai Leumi,2018-07-26 14:52:58,WAH,protect,Wiederkehrender [[WP:Vd|Vandalismus]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-07-26 15:52:00,Irgun
176,en,Ze'ev Jabotinsky,2024-05-02 23:28:14,Yamla,protect,,"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Ze'ev_Jabotinsky
177,en,Ze'ev Jabotinsky,2024-05-02 19:34:55,Doug Weller,unprotect,I don’t think I should have done this. I’m too involved.,,,,Ze'ev_Jabotinsky
178,en,Ze'ev Jabotinsky,2024-05-02 09:42:26,Doug Weller,protect,Persistent [[WP:Disruptive editing|disruptive editing]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2024-06-02 09:42:00,Ze'ev_Jabotinsky
179,en,Ze'ev Jabotinsky,2019-11-30 00:27:08,Berean Hunter,protect,Persistent [[WP:Sock puppetry|sock puppetry]],['edit'],['autoconfirmed'],2019-12-30 00:27:00,Ze'ev_Jabotinsky
180,en,Haganah,2024-06-25 20:59:19,Daniel Case,modify,[[WP:CTOP|Contentious topic]] restriction: per RFPP and ARBPIA,"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Haganah
181,en,Haganah,2007-12-21 20:29:52,Acalamari,protect,Same reason as last time [edit=autoconfirmed:move=autoconfirmed],,,,Haganah
182,en,Haganah,2007-12-13 23:43:40,KnowledgeOfSelf,protect,"sock attacks [edit=autoconfirmed:move=autoconfirmed] (expires 23:43, December 20, 2007 (UTC))",,,,Haganah
183,en,Haganah,2007-11-28 14:52:51,Herbythyme,protect,"Too many reverts, discuss changes if necessary [edit=autoconfirmed:move=autoconfirmed] (expires 14:52, 30 November 2007 (UTC))",,,2007-11-30 14:52:00,Haganah
184,en,Haganah,2007-11-13 21:10:28,El C,protect,"you can always try polite communication... or, you can continue to do the opposite and get nowhere [edit=autoconfirmed:move=autoconfirmed] (expires 21:10, 16 November 2007 (UTC))",,,2007-11-16 21:10:00,Haganah
185,en,Haganah,2007-10-18 15:58:48,Pax:Vobiscum,protect,"disruptive IP edits [edit=autoconfirmed:move=autoconfirmed] (expires 15:58, 1 November 2007 (UTC))",,,2007-11-01 15:58:00,Haganah
186,en,Haganah,2007-10-12 03:36:54,El C,protect,"shifting ip reverting to much older version (missing inter-languagelink, etc.) without comment (unless ugly cabal in all uppercase counts as a comment —  remember, I said *unless*) [edit=autoconfirmed:move=autoconfirmed] (expires 03:36, 13 October 2007",,,,Haganah
187,en,Haganah,2007-09-29 17:23:26,Jossi,protect,"anaon vandalism [edit=autoconfirmed:move=autoconfirmed] (expires 17:23, October 6, 2007 (UTC))",,,,Haganah
188,en,Haganah,2006-05-06 05:10:49,SlimVirgin,unprotect,,,,,Haganah
189,en,Haganah,2006-05-02 04:03:34,SlimVirgin,protect,[edit=autoconfirmed:move=autoconfirmed],,,,Haganah
190,de,Hagana,2008-01-18 11:46:57,Tönjes,protect,"[edit=autoconfirmed:move=autoconfirmed] (bis 11:46, 25. Jan. 2008 (UTC))",,,,Haganah
191,de,Hagana,2007-10-28 12:37:51,Dundak,protect,"IP-Vandalismus [edit=autoconfirmed:move=autoconfirmed] (bis 12:37, 11. Nov. 2007 (UTC))",,,,Haganah
192,en,1947–1948 civil war in Mandatory Palestine,2019-02-28 15:56:59,Srnec,move_prot,"[[1947–1948 Civil War in Mandatory Palestine]] moved to [[1947–1948 civil war in Mandatory Palestine]]: this is a descriptive title, so lower case",,,,1947–1948_civil_war_in_Mandatory_Palestine
193,en,1948 Arab–Israeli War,2016-08-07 03:27:31,Airplaneman,modify,whoops,"['edit', 'move']","['extendedconfirmed', 'sysop']",2029-12-31 23:59:59,1948_Arab–Israeli_War
194,en,1948 Arab–Israeli War,2016-08-07 03:26:14,Airplaneman,modify,[[WP:30/500|Arbitration enforcement]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,1948_Arab–Israeli_War
195,en,1948 Arab–Israeli War,2013-05-20 18:03:44,HJ Mitchell,modify,Requested at RfUP and it has been fully protected since February; everyone take a deep breath,,,2029-12-31 23:59:59,1948_Arab–Israeli_War
196,en,1948 Arab–Israeli War,2013-02-21 10:11:06,King of Hearts,modify,"I won't wheel war to restore PC2 while our discussion is ongoing, but it was agreed that the only alternative to PC2 was full protection.",,,2029-12-31 23:59:59,1948_Arab–Israeli_War
197,en,1948 Arab–Israeli War,2013-01-11 05:17:54,King of Hearts,modify,Persistent [[WP:Sock puppetry|sock puppetry]],,,2029-12-31 23:59:59,1948_Arab–Israeli_War
198,en,1948 Arab–Israeli War,2013-01-10 19:55:53,Scottywong,modify,Persistent [[WP:Sock puppetry|sock puppetry]],,,2013-02-10 19:55:00,1948_Arab–Israeli_War
199,en,1948 Arab–Israeli War,2013-01-10 19:55:26,Scottywong,protect,"revert PC2 protection, I wasn't aware it wasn't allowed to be used",,,2014-01-10 19:55:00,1948_Arab–Israeli_War
200,en,1948 Arab–Israeli War,2013-01-10 19:30:42,Scottywong,unprotect,Persistent [[WP:Sock puppetry|sock puppetry]],,,,1948_Arab–Israeli_War
201,en,1948 Arab–Israeli War,2013-01-06 22:00:12,Favonian,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2014-01-06 22:00:00,1948_Arab–Israeli_War
202,en,1948 Arab–Israeli War,2012-10-05 15:04:59,Elockid,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2013-01-05 15:04:00,1948_Arab–Israeli_War
203,en,1948 Arab–Israeli War,2012-07-24 11:18:37,Ged UK,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2012-08-24 11:18:00,1948_Arab–Israeli_War
204,en,1948 Arab–Israeli War,2012-07-09 20:04:45,Elockid,protect,Socking from multiple sources,,,2012-07-16 20:04:00,1948_Arab–Israeli_War
205,ar,حرب 1948,2023-11-07 19:37:36,أحمد ناجي,protect,[[ويكيبيديا:تخريب|تخريب]] متكرر.,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2024-02-07 19:37:00,1948_Arab–Israeli_War
206,ar,حرب 1948,2022-05-21 20:18:00,علاء,protect,[[ويكيبيديا:تخريب|تخريب]] متكرر,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2022-05-22 20:17:00,1948_Arab–Israeli_War
207,en,Yitzhak Rabin,2016-12-25 08:51:47,Ymblanter,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]]: RFPP request,"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Yitzhak_Rabin
208,en,Jewish exodus from the Muslim world,2022-05-24 15:06:20,Iskandar323,move_prot,[[Jewish exodus from the Muslim World]] moved to [[Jewish exodus from the Muslim world]]: lower case,,,,Jewish_exodus_from_the_Muslim_world
209,de,Vertreibung von Juden aus arabischen und islamischen Ländern,2019-09-01 13:01:57,Rmcharb,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-09-08 13:01:00,Jewish_exodus_from_the_Muslim_world
210,en,1936–1939 Arab revolt in Palestine,2017-04-06 15:54:32,Galatz,move_prot,[[1936–39 Arab revolt in Palestine]] moved to [[1936–1939 Arab revolt in Palestine]]: Moving to conform with [[MOS:DATERANGE]] changes,,,,1936–1939_Arab_revolt_in_Palestine
211,en,1936–1939 Arab revolt in Palestine,2012-06-22 00:45:59,Elockid,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2012-07-22 00:45:00,1936–1939_Arab_revolt_in_Palestine
212,en,Amin al-Husseini,2015-11-22 19:28:07,NeilN,protect,Persistent [[WP:Disruptive editing|disruptive editing]] [[WP:ARBPIA3]],['edit'],['autoconfirmed'],2029-12-31 23:59:59,Amin_al-Husseini
213,en,Amin al-Husseini,2015-10-22 11:01:50,Anthony Appleyard,move_prot,[[Zxcvbnm]] moved to [[Amin al-Husseini]]: finish swopping 2 names,,,,Amin_al-Husseini
214,de,Mohammed Amin al-Husseini,2023-11-12 20:23:59,Drahreg01,protect,Wiederkehrender [[WP:Vd|Vandalismus]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2023-11-19 20:23:00,Amin_al-Husseini
215,de,Mohammed Amin al-Husseini,2008-05-20 15:04:11,Wo st 01,unprotect,Einigung über Inhalte auf der Diskussion,,,,Amin_al-Husseini
216,de,Mohammed Amin al-Husseini,2008-05-16 16:05:05,Wo st 01,protect,"Wiederholtes, [[WP:Q|unbelegtes]] Entfernen von Inhalten [edit=autoconfirmed:move=autoconfirmed] (bis 16:05, 23. Mai 2008 (UTC))",,,,Amin_al-Husseini
217,en,1948 Palestinian expulsion and flight,2023-03-17 22:40:19,Galobtter,move_prot,[[1948 Palestinian exodus]] moved to [[1948 Palestinian expulsion and flight]]: Per [[Talk:1948 Palestinian exodus#Requested move 6 January 2023]],,,,1948_Palestinian_expulsion_and_flight
218,en,1948 Palestinian expulsion and flight,2022-10-02 14:17:01,UtherSRG,move_prot,[[1948 Palestinian exodus]] moved to [[1948 Palestinian expulsion and flight]]: per RM,,,,1948_Palestinian_expulsion_and_flight
219,en,List of towns and villages depopulated during the 1947–1949 Palestine war,2021-08-13 00:42:04,Primefac,modify,[[WP:MOVP|Move warring]],"['edit', 'move']","['extendedconfirmed', 'sysop']",2029-12-31 23:59:59,List_of_towns_and_villages_depopulated_during_the_1947–1949_Palestine_war
220,en,List of towns and villages depopulated during the 1947–1949 Palestine war,2021-08-12 21:16:26,Number 57,move_prot,[[Depopulated Palestinian locations in Israel]] moved to [[List of towns and villages depopulated during the 1947–1949 Palestine war]]: Not a settled title – literally only been there a month. Needs an RM.,,,,List_of_towns_and_villages_depopulated_during_the_1947–1949_Palestine_war
221,en,List of towns and villages depopulated during the 1947–1949 Palestine war,2021-08-12 20:32:09,Number 57,move_prot,[[Depopulated Palestinian locations in Israel]] moved to [[List of towns and villages depopulated during the 1947–1949 Palestine war]]: Restore clearer and more NPOV title,,,,List_of_towns_and_villages_depopulated_during_the_1947–1949_Palestine_war
222,en,List of towns and villages depopulated during the 1947–1949 Palestine war,2021-04-18 14:12:51,Selfstudier,move_prot,"[[List of towns and villages depopulated during the 1948 Palestinian exodus]] moved to [[List of towns and villages depopulated during the 1947–1949 Palestine war]]: Not only in 1948, article is mainly about properties not refugees",,,,List_of_towns_and_villages_depopulated_during_the_1947–1949_Palestine_war
223,en,Plan Dalet,2017-01-10 01:19:28,Ad Orientem,protect,[[WP:30/500|Arbitration enforcement]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Plan_Dalet
224,en,Abd al-Qadir al-Husayni,2013-11-19 22:06:03,NawlinWiki,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2014-02-19 22:06:00,Abd_al-Qadir_al-Husayni
225,de,Abd al-Qadir al-Husaini,2019-09-01 12:24:12,Dandelo,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-09-08 12:24:00,Abd_al-Qadir_al-Husayni
226,en,1929 Hebron massacre,2019-04-29 20:40:37,Oshwah,protect,Arbitration enforcement - see [[WP:ARBPIA3#500/30]].,"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,1929_Hebron_massacre
227,en,1929 Hebron massacre,2014-07-24 20:00:31,NawlinWiki,protect,Persistent [[WP:Sock puppetry|sock-puppetry]],,,2014-08-07 20:00:00,1929_Hebron_massacre
228,en,1929 Hebron massacre,2007-10-16 20:55:51,Penwhale,protect,"revert warring [edit=sysop:move=sysop] (expires 20:55, 23 October 2007 (UTC))",,,2007-10-23 20:55:00,1929_Hebron_massacre
229,en,1929 Hebron massacre,2007-04-16 16:34:27,Thatcher,protect,"change to 3 days, long enough for the editors to talk through their disagreement if they are capable of doing so at all [edit=sysop:move=sysop] (expires 16:34, 19 April 2007 (UTC))",,,2007-04-19 16:34:00,1929_Hebron_massacre
230,en,1929 Hebron massacre,2007-04-16 16:23:53,Thatcher,protect,"prolonged edit warring over the term ""ethnic cleansing"" [edit=sysop:move=sysop] (expires 16:23, 23 April 2007 (UTC))",,,2007-04-23 16:23:00,1929_Hebron_massacre
231,en,Causes of the 1948 Palestinian expulsion and flight,2023-04-29 04:50:31,Freedom4U,move_prot,[[Causes of the 1948 expulsion and flight of Palestinians]] moved to [[Causes of the 1948 Palestinian expulsion and flight]]: Matching main article - see talk page,,,,Causes_of_the_1948_Palestinian_expulsion_and_flight
232,en,Deir Yassin massacre,2016-04-13 18:00:09,Ymblanter,modify,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]]: RFPP request,"['edit', 'move']","['extendedconfirmed', 'sysop']",2029-12-31 23:59:59,Deir_Yassin_massacre
233,en,Deir Yassin massacre,2014-10-25 03:41:03,NawlinWiki,modify,,,,2015-10-25 03:41:00,Deir_Yassin_massacre
234,en,Deir Yassin massacre,2013-08-27 20:44:53,NawlinWiki,modify,Persistent [[WP:Sock puppetry|sock puppetry]],,,2014-08-27 20:44:00,Deir_Yassin_massacre
235,en,Deir Yassin massacre,2013-01-18 03:53:19,NawlinWiki,modify,Persistent [[WP:Sock puppetry|sock puppetry]],,,2013-02-18 03:53:00,Deir_Yassin_massacre
236,en,Deir Yassin massacre,2010-10-20 14:43:14,Graham87,move_prot,[[MediaWiki talk:Deir Yassin incident]] moved to [[Deir Yassin massacre]]: revert,,,,Deir_Yassin_massacre
237,en,Deir Yassin massacre,2010-08-13 13:59:17,Vanished user 19794758563875,modify,issue seems resolved.,,,2029-12-31 23:59:59,Deir_Yassin_massacre
238,en,Deir Yassin massacre,2010-08-12 16:53:11,Vanished user 19794758563875,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]],,,2010-08-26 16:53:00,Deir_Yassin_massacre
239,en,Deir Yassin massacre,2010-05-30 19:01:30,Tcncv,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]],,,2010-06-13 19:01:00,Deir_Yassin_massacre
240,en,Deir Yassin massacre,2010-05-24 22:47:16,Elockid,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]],,,2010-05-29 22:47:00,Deir_Yassin_massacre
241,en,Deir Yassin massacre,2008-07-30 01:45:23,J.delanoy,protect,"As I said before, the page has been at ""massacre"" for 6 years. Please talk it out before moving. [move=sysop] (expires 01:45, 20 August 2008 (UTC))",,,2008-08-20 01:45:00,Deir_Yassin_massacre
242,en,Deir Yassin massacre,2007-09-19 12:57:39,Yonatan,unprotect,"i don't see any debate, article has been locked for way too long",,,,Deir_Yassin_massacre
243,en,Deir Yassin massacre,2007-04-27 18:54:23,MacGyverMagic,protect,protected until heavy revert war is sorted out on talk [edit=sysop:move=sysop],,,,Deir_Yassin_massacre
244,en,Deir Yassin massacre,2006-11-29 05:34:03,Centrx,unprotect,,,,,Deir_Yassin_massacre
245,en,Deir Yassin massacre,2006-11-11 23:39:45,Steel,protect,Edit warring [edit=sysop:move=sysop],,,,Deir_Yassin_massacre
246,en,Deir Yassin massacre,2006-07-18 13:52:33,ChrisO~enwiki,unprotect,Unprotecting for now,,,,Deir_Yassin_massacre
247,en,Deir Yassin massacre,2006-07-18 10:52:41,ChrisO~enwiki,protect,Temporarily move-protected until dispute can be resolved [move=sysop],,,,Deir_Yassin_massacre
248,de,Massaker von Deir Yasin,2018-12-20 20:33:17,Wahldresdner,protect,Wiederkehrender [[WP:Vd|Vandalismus]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2019-03-20 20:33:00,Deir_Yassin_massacre
249,de,Massaker von Deir Yasin,2018-09-14 20:40:40,Felistoria,protect,Wiederkehrender [[WP:Vd|Vandalismus]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-12-14 21:40:00,Deir_Yassin_massacre
250,de,Massaker von Deir Yasin,2018-07-27 13:39:59,Regi51,protect,[[WP:WAR|Edit-War]],"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2018-08-27 13:39:00,Deir_Yassin_massacre
251,de,Massaker von Deir Yasin,2006-08-13 02:41:15,D,unprotect,vorbei?,,,,Deir_Yassin_massacre
252,de,Massaker von Deir Yasin,2006-08-10 08:27:20,D,protect,editwar [edit=autoconfirmed:move=autoconfirmed],,,,Deir_Yassin_massacre
253,en,Menachem Begin,2016-12-30 13:53:41,Samsara,protect,[[WP:ARBPIA3#500/30|New editors are prohibited from editing this Arab-Israeli conflict related page]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Menachem_Begin
254,en,Menachem Begin,2015-05-20 02:02:13,Malik Shabazz,protect,Persistent [[WP:Vandalism|vandalism]],,,2015-05-27 02:02:00,Menachem_Begin
255,en,Menachem Begin,2012-04-18 02:04:05,EdJohnston,protect,Persistent [[WP:Sock puppetry|sock puppetry]]: [[WP:AN3#User:212.121.210.45 reported by User:AnkhMorpork (Result: Semi)]],,,2012-05-18 02:04:00,Menachem_Begin
256,en,Menachem Begin,2009-01-04 11:59:31,VirtualSteve,protect,[[WP:PPOL#Content disputes|Edit warring / Content dispute]],,,2009-01-11 11:59:00,Menachem_Begin
257,en,Menachem Begin,2008-10-17 15:59:29,Ioeth,modify,to change duration to 1 week from indefinite,,,2008-10-24 15:59:00,Menachem_Begin
258,en,Menachem Begin,2008-10-17 15:58:27,Ioeth,protect,: Semi-protection. (using [[WP:TW|Twinkle]]),,,2029-12-31 23:59:59,Menachem_Begin
259,en,Menachem Begin,2008-07-21 22:01:26,The-G-Unit-Boss,protect,"IP Warring [edit=autoconfirmed:move=autoconfirmed] (expires 22:01, 28 July 2008 (UTC))",,,2008-07-28 22:01:00,Menachem_Begin
260,en,Menachem Begin,2007-06-12 22:16:05,ChrisO~enwiki,unprotect,Unprotecting - why has this been semi-protected for 6 months?,,,,Menachem_Begin
261,en,Menachem Begin,2006-12-24 05:05:44,Jayjg,protect,revert sockpuppet [edit=autoconfirmed:move=autoconfirmed],,,,Menachem_Begin
262,en,Hebrew language,2023-12-31 21:17:08,Daniel Quinlan,protect,[[WP:CTOP|Contentious topics]] enforcement for [[WP:CT/A-I]]; requested at [[WP:RfPP]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2024-12-31 21:17:00,Hebrew_language
263,en,Hebrew language,2021-02-28 15:56:53,Newslinger,protect,Persistent [[WP:Vandalism|vandalism]]; requested at [[WP:RfPP]],['edit'],['autoconfirmed'],2021-03-07 15:56:00,Hebrew_language
264,en,Hebrew language,2013-02-05 20:28:22,Favonian,protect,Persistent [[WP:Vandalism|vandalism]],,,2013-02-19 20:28:00,Hebrew_language
265,en,Hebrew language,2009-12-28 18:16:25,Tedder,protect,Excessive [[WP:VANDALISM|vandalism]],,,2009-12-31 18:16:00,Hebrew_language
266,en,Hebrew language,2008-08-12 01:05:10,Luna Santin,protect,"vandalism spreading from a few other pages... trying semi for a bit [edit=autoconfirmed:move=autoconfirmed] (expires 03:05, 12 August 2008 (UTC))",,,2008-08-12 03:05:00,Hebrew_language
267,ar,اللغة العبرية,2023-11-15 18:20:08,فاطمة الزهراء,protect,[[ويكيبيديا:تخريب|تخريب]] متكرر.,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2023-12-15 18:20:00,Hebrew_language
268,ar,اللغة العبرية,2023-10-09 15:49:47,فاطمة الزهراء,protect,[[ويكيبيديا:تخريب|تخريب]] متكرر.,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2023-11-09 15:49:00,Hebrew_language
269,ar,اللغة العبرية,2021-05-17 21:42:09,صالح,protect,[[ويكيبيديا:تخريب|تخريب]] متكرر,"['edit', 'move']","['autoconfirmed', 'autoconfirmed']",2021-06-17 21:42:00,Hebrew_language
270,en,Suez Crisis,2023-02-14 18:06:53,Lithopsian,move_prot,"[[1956 War]] moved to [[Suez Crisis]]: revert oer [[WP:COMMONNAME]], at best it needs discussing first",,,,Suez_Crisis
271,en,Suez Crisis,2017-07-08 11:35:04,Oshwah,modify,[[WP:30/500|Arbitration enforcement]],"['edit', 'move']","['extendedconfirmed', 'extendedconfirmed']",2029-12-31 23:59:59,Suez_Crisis
272,en,Suez Crisis,2011-12-13 17:26:37,Reaper Eternal,protect,Persistent [[WP:Sock puppetry|sock puppetry]]: more IP edit warfare on Israeli-Palestine-related articles,,,2029-12-31 23:59:59,Suez_Crisis
273,en,Suez Crisis,2011-11-05 12:52:47,Vsmith,protect,Persistent [[WP:Sock puppetry|sock puppetry]]: anon edit warring,,,2011-11-12 12:52:00,Suez_Crisis
274,en,Suez Crisis,2011-05-19 21:43:11,Dabomb87,protect,Persistent [[WP:Sock puppetry|sock puppetry]],,,2011-06-09 21:43:00,Suez_Crisis
275,en,Suez Crisis,2011-04-12 18:00:31,Anachronist,protect,Persistent [[WP:Sock puppetry|sock puppetry]]: Apparent IP block evasion,,,2011-04-22 18:00:00,Suez_Crisis
