,user,timestamp,size,reverted,reversion,article,language,total_edits,article_edits
572,Mohammad hajeer,2016-01-27 20:51:02,21414,0,0,Samih_al-Qasim,ar,19373,11
573,93.169.229.133,2016-01-27 20:43:59,21427,0,0,Samih_al-Qasim,ar,0,1
574,Jobas,2016-01-19 16:09:41,21414,0,0,Samih_al-Qasim,ar,88721,10
575,93.173.37.56,2016-01-19 14:35:29,21361,0,0,Samih_al-Qasim,ar,0,2
576,93.173.37.56,2016-01-19 14:33:31,21347,0,0,Samih_al-Qasim,ar,0,2
577,محمد القنة,2016-01-06 21:13:52,21414,0,0,Samih_al-Qasim,ar,16354,1
578,ElphiBot,2016-01-04 15:52:13,21399,0,0,Samih_al-Qasim,ar,606816,2
579,ZkBot,2016-01-04 04:12:10,21377,0,0,Samih_al-Qasim,ar,2140655,7
580,Mohammad hajeer,2015-12-26 20:28:10,21331,0,0,Samih_al-Qasim,ar,19373,11
581,Mohammad hajeer,2015-12-26 20:13:17,21067,0,0,Samih_al-Qasim,ar,19373,11
582,178.241.12.194,2015-12-26 20:01:19,20367,0,0,Samih_al-Qasim,ar,0,1
583,Mohammad hajeer,2015-11-07 15:10:24,21067,0,0,Samih_al-Qasim,ar,19373,11
584,46.244.80.21,2015-11-07 14:23:47,21149,0,0,Samih_al-Qasim,ar,0,1
585,Irfan Shahid,2015-08-31 23:40:59,21067,0,0,Samih_al-Qasim,ar,3526,7
586,Irfan Shahid,2015-08-31 23:40:17,21055,0,0,Samih_al-Qasim,ar,3526,7
587,ZkBot,2015-08-20 08:26:37,21057,0,0,Samih_al-Qasim,ar,2140655,7
588,حسن علي البط,2015-06-21 07:52:22,21017,0,0,Samih_al-Qasim,ar,195047,6
589,Rami.shinnawi,2015-05-24 10:48:53,21010,0,0,Samih_al-Qasim,ar,4962,1
590,Mohammad hajeer,2015-05-23 18:59:34,20990,0,0,Samih_al-Qasim,ar,19373,11
591,109.65.177.83,2015-05-23 16:20:24,20988,0,0,Samih_al-Qasim,ar,0,2
592,109.65.177.83,2015-05-23 16:11:15,20990,0,0,Samih_al-Qasim,ar,0,2
593,Irfan Shahid,2015-04-28 22:48:31,20990,0,0,Samih_al-Qasim,ar,3526,7
594,Justwiki,2015-04-27 12:50:14,20966,0,0,Samih_al-Qasim,ar,63798,1
595,109.253.135.162,2015-04-24 18:30:07,20959,0,0,Samih_al-Qasim,ar,0,1
596,Mervat,2015-04-23 08:18:41,20966,0,0,Samih_al-Qasim,ar,171122,2
597,84.228.63.240,2015-04-23 07:58:33,20971,0,0,Samih_al-Qasim,ar,0,2
598,84.228.63.240,2015-04-23 07:57:54,20997,0,0,Samih_al-Qasim,ar,0,2
599,MaraBot,2015-03-22 00:01:12,20971,0,0,Samih_al-Qasim,ar,990970,3
600,SHBot,2015-03-01 12:09:16,20958,0,0,Samih_al-Qasim,ar,1140659,1
601,Jobas,2015-02-13 15:43:30,20904,0,0,Samih_al-Qasim,ar,88721,10
602,46.210.104.58,2015-02-13 08:39:50,21155,0,0,Samih_al-Qasim,ar,0,1
603,TOUMOU,2015-01-22 22:33:11,21073,0,0,Samih_al-Qasim,ar,21838,1
604,Dr-Taher,2015-01-19 16:59:56,21055,0,0,Samih_al-Qasim,ar,183268,3
605,92.86.140.15,2015-01-19 15:51:43,21055,0,0,Samih_al-Qasim,ar,0,2
606,92.86.140.15,2015-01-19 15:51:20,21054,0,0,Samih_al-Qasim,ar,0,2
607,31.210.182.141,2015-01-18 15:11:11,21055,0,0,Samih_al-Qasim,ar,0,1
608,OKBot,2014-12-20 00:09:12,20904,0,0,Samih_al-Qasim,ar,298388,3
609,باسم,2014-12-15 12:28:36,20904,0,0,Samih_al-Qasim,ar,287510,3
610,User1610,2014-12-12 20:22:29,20913,0,0,Samih_al-Qasim,ar,75,15
611,User1610,2014-12-12 20:22:19,20908,0,0,Samih_al-Qasim,ar,75,15
612,User1610,2014-12-12 20:19:10,20902,0,0,Samih_al-Qasim,ar,75,15
613,User1610,2014-12-12 20:18:53,20902,0,0,Samih_al-Qasim,ar,75,15
614,User1610,2014-12-12 20:18:39,20900,0,0,Samih_al-Qasim,ar,75,15
615,User1610,2014-12-12 18:11:20,20900,0,0,Samih_al-Qasim,ar,75,15
616,User1610,2014-12-12 18:10:29,20897,0,0,Samih_al-Qasim,ar,75,15
617,User1610,2014-12-12 18:08:43,20899,0,0,Samih_al-Qasim,ar,75,15
618,User1610,2014-12-12 18:08:05,20910,0,0,Samih_al-Qasim,ar,75,15
619,User1610,2014-12-12 18:07:51,20908,0,0,Samih_al-Qasim,ar,75,15
620,User1610,2014-12-12 18:07:06,20901,0,0,Samih_al-Qasim,ar,75,15
621,User1610,2014-12-12 17:33:23,20899,0,0,Samih_al-Qasim,ar,75,15
622,User1610,2014-12-12 17:01:30,20896,0,0,Samih_al-Qasim,ar,75,15
623,User1610,2014-12-12 17:00:12,20904,0,0,Samih_al-Qasim,ar,75,15
624,User1610,2014-12-12 16:59:05,20906,0,0,Samih_al-Qasim,ar,75,15
625,Jobas,2014-12-07 16:10:48,20904,0,0,Samih_al-Qasim,ar,88721,10
626,109.65.111.191,2014-12-07 15:24:16,20950,0,0,Samih_al-Qasim,ar,0,1
627,Jobas,2014-12-01 21:07:38,20904,0,0,Samih_al-Qasim,ar,88721,10
628,82.205.38.59,2014-12-01 16:25:45,20902,0,0,Samih_al-Qasim,ar,0,1
629,188.120.148.17,2014-11-30 15:19:05,20909,0,0,Samih_al-Qasim,ar,0,1
630,79.176.164.19,2014-11-29 09:53:21,20905,0,0,Samih_al-Qasim,ar,0,1
631,37.60.149.153,2014-11-24 13:43:19,20905,0,0,Samih_al-Qasim,ar,0,2
632,37.60.149.153,2014-11-24 13:39:58,20904,0,0,Samih_al-Qasim,ar,0,2
633,109.160.147.90,2014-11-23 14:54:14,20904,0,0,Samih_al-Qasim,ar,0,2
634,109.160.147.90,2014-11-23 14:53:48,20904,0,0,Samih_al-Qasim,ar,0,2
635,ناي,2014-11-22 13:02:21,20904,0,0,Samih_al-Qasim,ar,20813,2
636,ناي,2014-11-22 13:00:58,20902,0,0,Samih_al-Qasim,ar,20813,2
637,46.60.40.69,2014-11-22 12:56:45,20925,0,0,Samih_al-Qasim,ar,0,1
638,باسم,2014-11-20 08:17:14,20902,0,0,Samih_al-Qasim,ar,287510,3
639,93.173.242.113,2014-11-16 13:36:45,20902,0,0,Samih_al-Qasim,ar,0,1
640,79.177.189.160,2014-11-12 18:16:35,20900,0,0,Samih_al-Qasim,ar,0,2
641,79.177.189.160,2014-11-12 18:16:01,20892,0,0,Samih_al-Qasim,ar,0,2
642,176.12.150.203,2014-11-11 17:18:33,20900,0,0,Samih_al-Qasim,ar,0,1
643,Jobas,2014-11-08 13:16:35,20902,0,0,Samih_al-Qasim,ar,88721,10
644,94.159.154.164,2014-11-08 11:15:25,22060,0,0,Samih_al-Qasim,ar,0,1
645,212.106.64.69,2014-10-21 14:01:08,22051,0,0,Samih_al-Qasim,ar,0,2
646,212.106.64.69,2014-10-21 14:00:20,22074,0,0,Samih_al-Qasim,ar,0,2
647,Dr-Taher,2014-10-15 06:30:56,22062,0,0,Samih_al-Qasim,ar,183268,3
648,84.228.222.76,2014-10-14 14:24:36,22066,0,0,Samih_al-Qasim,ar,0,1
649,79.183.123.125,2014-10-07 12:28:09,22062,0,0,Samih_al-Qasim,ar,0,1
650,46.60.57.86,2014-09-21 16:13:37,22076,0,0,Samih_al-Qasim,ar,0,1
651,62.90.66.198,2014-09-21 11:02:55,22075,0,0,Samih_al-Qasim,ar,0,1
652,109.67.150.134,2014-09-20 22:26:10,22060,0,0,Samih_al-Qasim,ar,0,1
653,Jobas,2014-09-16 10:28:56,20902,0,0,Samih_al-Qasim,ar,88721,10
654,Jobas,2014-09-16 10:23:00,20876,0,0,Samih_al-Qasim,ar,88721,10
655,79.173.231.114,2014-09-15 15:09:50,21018,0,0,Samih_al-Qasim,ar,0,1
656,Mervat,2014-09-10 20:46:03,20876,0,0,Samih_al-Qasim,ar,171122,2
657,85.64.235.139,2014-09-10 20:45:12,20873,0,0,Samih_al-Qasim,ar,0,5
658,Avicenno,2014-09-10 20:44:09,20901,0,0,Samih_al-Qasim,ar,181468,1
659,85.64.235.139,2014-09-10 20:42:19,20853,0,0,Samih_al-Qasim,ar,0,5
660,85.64.235.139,2014-09-10 20:41:39,20898,0,0,Samih_al-Qasim,ar,0,5
661,85.64.235.139,2014-09-10 20:40:42,20901,0,0,Samih_al-Qasim,ar,0,5
662,85.64.235.139,2014-09-10 20:40:09,20899,0,0,Samih_al-Qasim,ar,0,5
663,Dr-Taher,2014-09-07 20:00:53,20901,0,0,Samih_al-Qasim,ar,183268,3
664,79.182.143.207,2014-09-07 13:42:21,20898,0,0,Samih_al-Qasim,ar,0,2
665,79.182.143.207,2014-09-07 13:38:27,20896,0,0,Samih_al-Qasim,ar,0,2
666,188.120.148.123,2014-09-03 14:05:35,20901,0,0,Samih_al-Qasim,ar,0,1
667,109.65.8.227,2014-09-02 17:58:23,20877,0,0,Samih_al-Qasim,ar,0,1
668,ASammour,2014-09-01 22:16:38,20876,0,0,Samih_al-Qasim,ar,29518,1
669,حسن علي البط,2014-08-24 06:27:58,20963,0,0,Samih_al-Qasim,ar,195047,6
670,AlUmawi,2014-08-23 02:32:16,20906,0,0,Samih_al-Qasim,ar,16162,2
671,213.57.21.82,2014-08-22 13:25:41,21474,0,0,Samih_al-Qasim,ar,0,2
672,213.57.21.82,2014-08-22 13:22:49,20945,0,0,Samih_al-Qasim,ar,0,2
673,85.113.103.6,2014-08-21 12:46:47,20906,0,0,Samih_al-Qasim,ar,0,2
674,85.113.103.6,2014-08-21 12:46:18,20907,0,0,Samih_al-Qasim,ar,0,2
675,Uishaki,2014-08-20 12:23:44,20906,0,0,Samih_al-Qasim,ar,45312,2
676,AlUmawi,2014-08-20 11:00:36,21043,0,0,Samih_al-Qasim,ar,16162,2
677,82.213.48.5,2014-08-20 09:59:04,21034,0,0,Samih_al-Qasim,ar,0,1
678,87.236.232.197,2014-08-20 06:24:01,20976,0,0,Samih_al-Qasim,ar,0,2
679,87.236.232.197,2014-08-20 06:23:01,20976,0,0,Samih_al-Qasim,ar,0,2
680,Uishaki,2014-08-20 01:32:25,20911,0,0,Samih_al-Qasim,ar,45312,2
681,2602:306:3746:CE50:E02F:5098:E537:812C,2014-08-20 01:16:54,20963,0,0,Samih_al-Qasim,ar,0,1
682,31.9.169.198,2014-08-20 00:01:19,21008,0,0,Samih_al-Qasim,ar,0,1
683,Maher27777,2014-08-19 22:32:57,21382,0,0,Samih_al-Qasim,ar,52533,1
684,93.172.63.110,2014-08-19 22:11:51,21322,0,0,Samih_al-Qasim,ar,0,1
685,Abduallah mohammed,2014-08-19 21:30:55,21310,0,0,Samih_al-Qasim,ar,7755,1
686,5.45.133.18,2014-08-19 21:04:27,21203,0,0,Samih_al-Qasim,ar,0,1
687,Bahaaalnaami,2014-08-19 20:41:15,21161,0,0,Samih_al-Qasim,ar,2,1
688,Hazem ju,2014-08-19 20:39:16,21167,0,0,Samih_al-Qasim,ar,1,1
689,Rola Yahya,2014-08-19 20:37:12,21123,0,0,Samih_al-Qasim,ar,1,1
690,محمد حوحو,2014-08-19 20:27:30,21110,0,0,Samih_al-Qasim,ar,195,1
691,82.102.200.126,2014-08-19 20:27:25,20709,0,0,Samih_al-Qasim,ar,0,1
692,79.178.19.103,2014-08-19 20:10:35,20609,0,0,Samih_al-Qasim,ar,0,6
693,79.178.19.103,2014-08-19 20:07:02,20607,0,0,Samih_al-Qasim,ar,0,6
694,79.178.19.103,2014-08-19 20:05:24,20600,0,0,Samih_al-Qasim,ar,0,6
695,79.178.19.103,2014-08-19 20:03:20,20594,0,0,Samih_al-Qasim,ar,0,6
696,79.178.19.103,2014-08-19 20:02:59,20589,0,0,Samih_al-Qasim,ar,0,6
697,79.178.19.103,2014-08-19 20:01:17,20561,0,0,Samih_al-Qasim,ar,0,6
698,109.66.106.46,2014-08-19 19:50:12,20599,0,0,Samih_al-Qasim,ar,0,2
699,109.66.106.46,2014-08-19 19:47:18,20563,0,0,Samih_al-Qasim,ar,0,2
700,82.205.118.176,2014-08-19 19:44:04,20601,0,0,Samih_al-Qasim,ar,0,2
701,82.205.118.176,2014-08-19 19:41:08,20600,0,0,Samih_al-Qasim,ar,0,2
702,84.110.76.93,2014-08-19 19:27:57,20653,0,0,Samih_al-Qasim,ar,0,2
703,84.110.76.93,2014-08-19 19:26:11,20642,0,0,Samih_al-Qasim,ar,0,2
704,صالح,2014-08-19 19:24:14,20713,0,0,Samih_al-Qasim,ar,134216,12
705,82.205.9.193,2014-08-19 19:07:31,20657,0,0,Samih_al-Qasim,ar,0,1
706,Yumna99,2014-08-19 19:04:02,20860,0,0,Samih_al-Qasim,ar,1,1
707,37.8.73.98,2014-08-19 18:50:29,20749,0,0,Samih_al-Qasim,ar,0,1
708,MaraBot,2014-07-26 13:13:02,20654,0,0,Samih_al-Qasim,ar,990970,3
709,صالح,2014-06-14 16:02:04,20643,0,0,Samih_al-Qasim,ar,134216,12
710,صالح,2014-06-14 15:50:38,20610,0,0,Samih_al-Qasim,ar,134216,12
711,صالح,2014-06-14 15:47:55,20601,0,0,Samih_al-Qasim,ar,134216,12
712,MaraBot,2014-05-12 17:26:29,20544,0,0,Samih_al-Qasim,ar,990970,3
713,Khalil-2016,2014-05-03 00:09:07,20533,0,0,Samih_al-Qasim,ar,22869,1
714,Kolega2357,2014-04-05 20:59:01,20506,0,0,Samih_al-Qasim,ar,6269,1
715,Mohammedbas,2014-03-27 20:09:31,20518,0,0,Samih_al-Qasim,ar,8720,1
716,31.9.91.138,2014-03-25 15:16:21,20506,0,0,Samih_al-Qasim,ar,0,1
717,ZkBot,2014-02-24 18:58:23,20504,0,0,Samih_al-Qasim,ar,2140655,7
718,ZkBot,2014-02-08 12:12:09,20516,0,0,Samih_al-Qasim,ar,2140655,7
719,94.59.160.163,2014-01-25 11:30:07,20480,0,0,Samih_al-Qasim,ar,0,1
720,Hammadi2100,2014-01-07 17:48:00,20482,0,0,Samih_al-Qasim,ar,8175,1
721,77.127.243.171,2013-10-12 02:27:26,20545,0,0,Samih_al-Qasim,ar,0,1
722,86.97.103.45,2013-10-03 15:35:50,20482,0,0,Samih_al-Qasim,ar,0,1
723,زكريا,2013-09-22 01:08:04,20483,0,0,Samih_al-Qasim,ar,72569,1
724,ZkBot,2013-09-08 15:13:54,20498,0,0,Samih_al-Qasim,ar,2140655,7
725,Elmoro,2013-06-16 21:59:39,20509,0,0,Samih_al-Qasim,ar,58877,1
726,Jobas,2013-03-18 12:31:34,20505,0,0,Samih_al-Qasim,ar,88721,10
727,Jobas,2013-03-18 12:30:54,20490,0,0,Samih_al-Qasim,ar,88721,10
728,Addbot,2013-03-09 02:17:44,20445,0,0,Samih_al-Qasim,ar,176159,1
729,Rami radwan,2012-12-19 23:25:11,20587,0,0,Samih_al-Qasim,ar,9734,1
730,79.177.107.240,2012-09-18 23:49:00,20565,0,0,Samih_al-Qasim,ar,0,1
731,79.176.114.136,2012-08-27 13:12:16,20565,0,0,Samih_al-Qasim,ar,0,2
732,79.176.114.136,2012-08-26 23:43:43,19778,0,0,Samih_al-Qasim,ar,0,2
733,ElphiBot,2012-07-10 15:24:51,19684,0,0,Samih_al-Qasim,ar,606816,2
734,CipherBot,2012-04-05 14:14:56,19612,0,0,Samih_al-Qasim,ar,916418,11
735,3Princip,2012-03-04 01:54:16,19612,0,0,Samih_al-Qasim,ar,1682,1
736,Ciphers,2012-02-20 01:13:12,19550,0,0,Samih_al-Qasim,ar,82097,5
737,82.205.108.88,2011-12-31 15:08:07,27417,0,0,Samih_al-Qasim,ar,0,1
738,CipherBot,2011-10-29 13:59:36,27117,0,0,Samih_al-Qasim,ar,916418,11
739,SharafBot,2011-09-19 02:49:54,27111,0,0,Samih_al-Qasim,ar,27800,1
740,Adialkasem,2011-09-16 20:10:35,27074,0,0,Samih_al-Qasim,ar,2,2
741,Adialkasem,2011-09-16 20:09:14,27696,0,0,Samih_al-Qasim,ar,2,2
742,CipherBot,2011-09-16 07:32:31,19770,0,0,Samih_al-Qasim,ar,916418,11
743,85.64.1.164,2011-09-01 18:49:50,19771,0,0,Samih_al-Qasim,ar,0,3
744,85.64.1.164,2011-08-25 20:23:05,19550,0,0,Samih_al-Qasim,ar,0,3
745,Jobas,2011-08-23 16:46:26,19381,0,0,Samih_al-Qasim,ar,88721,10
746,CipherBot,2011-06-07 19:53:03,19382,0,0,Samih_al-Qasim,ar,916418,11
747,ZéroBot,2011-06-01 11:27:49,19414,0,0,Samih_al-Qasim,ar,78018,1
748,85.64.1.164,2011-05-31 19:50:11,19384,0,0,Samih_al-Qasim,ar,0,3
749,82.205.34.203,2011-05-29 07:21:34,19371,0,0,Samih_al-Qasim,ar,0,1
750,Ciphers,2011-05-24 23:55:12,19365,0,0,Samih_al-Qasim,ar,82097,5
751,Alielzein,2011-05-21 17:11:07,19547,0,0,Samih_al-Qasim,ar,285,3
752,Alielzein,2011-05-21 17:10:28,19546,0,0,Samih_al-Qasim,ar,285,3
753,Alielzein,2011-05-21 17:09:48,19544,0,0,Samih_al-Qasim,ar,285,3
754,90.46.230.193,2011-04-01 19:09:29,19365,0,0,Samih_al-Qasim,ar,0,2
755,90.46.230.193,2011-04-01 19:07:57,19365,0,0,Samih_al-Qasim,ar,0,2
756,77.127.252.148,2011-03-30 23:29:40,19375,0,0,Samih_al-Qasim,ar,0,1
757,188.161.209.60,2011-03-23 09:36:34,19367,0,0,Samih_al-Qasim,ar,0,1
758,77.126.77.46,2011-03-02 20:16:26,18755,0,0,Samih_al-Qasim,ar,0,1
759,87.69.33.138,2011-02-22 02:31:36,18827,0,0,Samih_al-Qasim,ar,0,1
760,82.81.236.181,2011-01-10 08:07:53,18755,0,0,Samih_al-Qasim,ar,0,1
761,94.142.53.233,2010-12-17 18:37:00,18742,0,0,Samih_al-Qasim,ar,0,1
762,92.253.37.87,2010-12-17 16:57:10,18767,0,0,Samih_al-Qasim,ar,0,1
763,85.113.109.168,2010-12-15 16:51:06,18745,0,0,Samih_al-Qasim,ar,0,1
764,84.108.129.204,2010-10-30 11:40:42,18747,0,0,Samih_al-Qasim,ar,0,1
765,CipherBot,2010-10-26 23:40:03,18757,0,0,Samih_al-Qasim,ar,916418,11
766,حسن علي البط,2010-10-23 05:52:34,18764,0,0,Samih_al-Qasim,ar,195047,6
767,حسن علي البط,2010-10-17 03:32:12,18796,0,0,Samih_al-Qasim,ar,195047,6
768,حسن علي البط,2010-10-17 03:21:16,18729,0,0,Samih_al-Qasim,ar,195047,6
769,حسن علي البط,2010-10-17 03:20:58,18727,0,0,Samih_al-Qasim,ar,195047,6
770,Ahmed m rabea,2010-10-13 23:43:15,18727,0,0,Samih_al-Qasim,ar,1880,3
771,Ahmed m rabea,2010-10-13 23:42:03,18735,0,0,Samih_al-Qasim,ar,1880,3
772,CipherBot,2010-10-04 00:06:38,18730,0,0,Samih_al-Qasim,ar,916418,11
773,86.96.228.85,2010-09-21 18:32:14,18755,0,0,Samih_al-Qasim,ar,0,1
774,86.108.117.178,2010-09-18 21:12:29,18757,0,0,Samih_al-Qasim,ar,0,1
775,84.109.37.0,2010-09-17 01:17:55,18770,0,0,Samih_al-Qasim,ar,0,1
776,Ahmed m rabea,2010-09-13 00:22:50,18805,0,0,Samih_al-Qasim,ar,1880,3
777,46.116.36.115,2010-09-09 13:52:34,18699,0,0,Samih_al-Qasim,ar,0,2
778,46.116.36.115,2010-09-09 13:52:07,18700,0,0,Samih_al-Qasim,ar,0,2
779,89.138.5.242,2010-08-07 07:50:40,18703,0,0,Samih_al-Qasim,ar,0,1
780,89.138.72.224,2010-06-06 17:42:52,18714,0,0,Samih_al-Qasim,ar,0,3
781,89.138.72.224,2010-06-06 17:08:05,18132,0,0,Samih_al-Qasim,ar,0,3
782,89.138.72.224,2010-06-06 17:06:20,18133,0,0,Samih_al-Qasim,ar,0,3
783,85.250.253.131,2010-05-16 14:18:06,18285,0,0,Samih_al-Qasim,ar,0,2
784,85.250.253.131,2010-05-16 14:17:24,18311,0,0,Samih_al-Qasim,ar,0,2
785,213.6.224.255,2010-05-15 13:52:05,18424,0,0,Samih_al-Qasim,ar,0,3
786,213.6.224.255,2010-05-15 13:49:42,18260,0,0,Samih_al-Qasim,ar,0,3
787,213.6.224.255,2010-05-15 13:49:25,18254,0,0,Samih_al-Qasim,ar,0,3
788,213.6.237.172,2010-05-10 11:58:30,18102,0,0,Samih_al-Qasim,ar,0,1
789,89.138.151.44,2010-04-26 19:51:28,18070,0,0,Samih_al-Qasim,ar,0,2
790,89.138.151.44,2010-04-26 19:48:07,18031,0,0,Samih_al-Qasim,ar,0,2
791,89.138.35.209,2010-04-20 18:47:22,18031,0,0,Samih_al-Qasim,ar,0,5
792,89.138.35.209,2010-04-20 18:35:28,16583,0,0,Samih_al-Qasim,ar,0,5
793,89.138.35.209,2010-04-20 18:34:02,16587,0,0,Samih_al-Qasim,ar,0,5
794,89.138.35.209,2010-04-20 18:31:08,16587,0,0,Samih_al-Qasim,ar,0,5
795,89.138.35.209,2010-04-20 18:29:46,16578,0,0,Samih_al-Qasim,ar,0,5
796,84.109.43.159,2010-04-04 12:31:10,16562,0,0,Samih_al-Qasim,ar,0,2
797,84.109.43.159,2010-04-04 12:23:53,16562,0,0,Samih_al-Qasim,ar,0,2
798,89.138.62.177,2010-02-28 22:45:16,16433,0,0,Samih_al-Qasim,ar,0,1
799,CipherBot,2010-02-21 12:07:04,16206,0,0,Samih_al-Qasim,ar,916418,11
800,41.196.151.163,2010-02-16 18:32:31,16213,0,0,Samih_al-Qasim,ar,0,1
801,89.138.169.34,2010-02-16 18:30:38,16213,0,0,Samih_al-Qasim,ar,0,4
802,89.138.169.34,2010-02-16 18:30:01,16218,0,0,Samih_al-Qasim,ar,0,4
803,89.138.169.34,2010-02-16 18:28:35,16210,0,0,Samih_al-Qasim,ar,0,4
804,89.138.169.34,2010-02-16 14:25:31,16209,0,0,Samih_al-Qasim,ar,0,4
805,Ciphers,2010-02-05 12:42:26,16322,0,0,Samih_al-Qasim,ar,82097,5
806,80.230.209.240,2010-02-04 17:19:28,16211,0,0,Samih_al-Qasim,ar,0,1
807,CipherBot,2010-01-30 04:25:43,16322,0,0,Samih_al-Qasim,ar,916418,11
808,CipherBot,2010-01-29 18:25:26,16329,0,0,Samih_al-Qasim,ar,916418,11
809,217.92.107.136,2010-01-29 15:35:03,16253,0,0,Samih_al-Qasim,ar,0,4
810,217.92.107.136,2010-01-29 15:34:19,16253,0,0,Samih_al-Qasim,ar,0,4
811,217.92.107.136,2010-01-29 15:32:48,16253,0,0,Samih_al-Qasim,ar,0,4
812,217.92.107.136,2010-01-29 15:32:20,16270,0,0,Samih_al-Qasim,ar,0,4
813,80.230.37.50,2010-01-21 08:53:14,16259,0,0,Samih_al-Qasim,ar,0,1
814,MenoBot,2009-12-31 21:48:43,16146,0,0,Samih_al-Qasim,ar,2575274,10
815,نسر برلين,2009-12-30 03:04:25,16147,0,0,Samih_al-Qasim,ar,21506,1
816,MenoBot,2009-12-09 04:07:50,16133,0,0,Samih_al-Qasim,ar,2575274,10
817,Ciphers,2009-11-02 12:21:32,16061,0,0,Samih_al-Qasim,ar,82097,5
818,213.6.47.128,2009-10-31 14:14:42,16037,0,0,Samih_al-Qasim,ar,0,2
819,213.6.47.128,2009-10-31 14:13:00,16059,0,0,Samih_al-Qasim,ar,0,2
820,84.109.37.95,2009-10-11 15:47:16,16061,0,0,Samih_al-Qasim,ar,0,1
821,MenoBot,2009-07-07 07:24:39,15822,0,0,Samih_al-Qasim,ar,2575274,10
822,MenoBot,2009-07-04 19:37:53,15824,0,0,Samih_al-Qasim,ar,2575274,10
823,CipherBot,2009-07-01 18:03:53,15825,0,0,Samih_al-Qasim,ar,916418,11
824,89.138.34.205,2009-06-09 21:35:07,15858,0,0,Samih_al-Qasim,ar,0,1
825,Oxfordian,2009-04-18 18:43:57,15940,0,0,Samih_al-Qasim,ar,21,4
826,Oxfordian,2009-04-18 18:43:17,15941,0,0,Samih_al-Qasim,ar,21,4
827,Oxfordian,2009-04-18 18:42:39,15940,0,0,Samih_al-Qasim,ar,21,4
828,Oxfordian,2009-04-18 18:40:32,15769,0,0,Samih_al-Qasim,ar,21,4
829,79.173.215.212,2009-04-16 16:49:33,15595,0,0,Samih_al-Qasim,ar,0,1
830,213.6.42.111,2009-03-20 16:11:02,15512,0,0,Samih_al-Qasim,ar,0,1
831,CipherBot,2009-03-19 08:18:38,15527,0,0,Samih_al-Qasim,ar,916418,11
832,NobelBot,2009-03-10 19:08:05,15529,0,0,Samih_al-Qasim,ar,7203,2
833,89.139.74.146,2009-03-06 20:15:26,15529,0,0,Samih_al-Qasim,ar,0,10
834,89.139.74.146,2009-03-06 20:14:40,15525,0,0,Samih_al-Qasim,ar,0,10
835,89.139.74.146,2009-03-06 20:13:32,15527,0,0,Samih_al-Qasim,ar,0,10
836,89.139.74.146,2009-02-21 11:01:10,15090,0,0,Samih_al-Qasim,ar,0,10
837,89.139.74.146,2009-02-21 10:43:20,15168,0,0,Samih_al-Qasim,ar,0,10
838,89.139.74.146,2009-02-21 10:40:52,15118,0,0,Samih_al-Qasim,ar,0,10
839,89.139.74.146,2009-02-21 10:39:02,15108,0,0,Samih_al-Qasim,ar,0,10
840,89.139.74.146,2009-02-21 10:35:21,15089,0,0,Samih_al-Qasim,ar,0,10
841,89.139.74.146,2009-02-21 10:34:08,15079,0,0,Samih_al-Qasim,ar,0,10
842,89.139.74.146,2009-02-21 10:30:55,9710,0,0,Samih_al-Qasim,ar,0,10
843,Producer,2009-02-18 15:38:49,5684,0,0,Samih_al-Qasim,ar,33420,4
844,89.139.193.135,2009-02-18 15:35:12,13919,0,0,Samih_al-Qasim,ar,0,1
845,Producer,2009-01-08 16:58:43,5684,0,0,Samih_al-Qasim,ar,33420,4
846,Producer,2009-01-08 16:53:47,5787,0,0,Samih_al-Qasim,ar,33420,4
847,NobelBot,2009-01-04 16:02:57,6024,0,0,Samih_al-Qasim,ar,7203,2
848,134.102.123.211,2008-12-17 20:38:59,6024,0,0,Samih_al-Qasim,ar,0,5
849,134.102.123.211,2008-12-17 20:37:57,6006,0,0,Samih_al-Qasim,ar,0,5
850,134.102.123.211,2008-12-17 20:37:06,6006,0,0,Samih_al-Qasim,ar,0,5
851,134.102.123.211,2008-12-17 19:31:27,5964,0,0,Samih_al-Qasim,ar,0,5
852,134.102.123.211,2008-12-17 19:30:50,5962,0,0,Samih_al-Qasim,ar,0,5
853,Hasanisawi,2008-12-12 12:01:57,5787,0,0,Samih_al-Qasim,ar,10497,1
854,Ibrahim-saeed,2008-12-10 17:41:09,5765,0,0,Samih_al-Qasim,ar,4621,1
855,80.250.159.240,2008-12-09 21:49:51,5772,0,0,Samih_al-Qasim,ar,0,1
856,MystBot,2008-11-23 21:00:44,5682,0,0,Samih_al-Qasim,ar,17216,1
857,Producer,2008-11-16 16:15:19,5592,0,0,Samih_al-Qasim,ar,33420,4
858,212.106.68.65,2008-11-16 13:23:31,0,0,0,Samih_al-Qasim,ar,0,3
859,212.106.68.65,2008-11-16 13:21:30,99231,0,0,Samih_al-Qasim,ar,0,3
860,Ciphers,2008-11-16 13:19:48,5587,0,0,Samih_al-Qasim,ar,82097,5
861,212.106.68.65,2008-11-16 13:12:05,32,0,0,Samih_al-Qasim,ar,0,3
862,195.229.236.214,2008-11-14 12:58:44,5587,0,0,Samih_al-Qasim,ar,0,1
863,213.6.14.139,2008-11-11 18:17:25,5719,0,0,Samih_al-Qasim,ar,0,1
864,195.229.235.41,2008-11-08 14:53:59,5952,0,0,Samih_al-Qasim,ar,0,3
